cityName,city_currentConfirmedCount,city_confirmedCount,city_suspectedCount,city_curedCount,city_deadCount,city_locationId,city_cityEnglishName,locationId,continentName,continentEnglishName,countryName,countryEnglishName,provinceName,provinceShortName,provinceEnglishName,currentConfirmedCount,confirmedCount,suspectedCount,curedCount,deadCount,comment,updateTime
梅河口,0,1,0,1,0,220581,Meihekou,220000,亚洲,Asia,中国,China,吉林省,吉林,Jilin,9,93,0,83,1,,1583161502252
兰州,1,36,0,33,2,620100,Lanzhou,620000,亚洲,Asia,中国,China,甘肃省,甘肃,Gansu,4,91,0,85,2,,1583161502252
平凉,1,9,0,8,0,620800,Pingliang,620000,亚洲,Asia,中国,China,甘肃省,甘肃,Gansu,4,91,0,85,2,,1583161502252
定西,1,9,0,8,0,621100,Dingxi,620000,亚洲,Asia,中国,China,甘肃省,甘肃,Gansu,4,91,0,85,2,,1583161502252
庆阳,1,3,0,2,0,621000,Qingyang,620000,亚洲,Asia,中国,China,甘肃省,甘肃,Gansu,4,91,0,85,2,,1583161502252
天水,0,12,0,12,0,620500,Tianshui,620000,亚洲,Asia,中国,China,甘肃省,甘肃,Gansu,4,91,0,85,2,,1583161502252
甘南,0,8,0,8,0,623000,Gannan,620000,亚洲,Asia,中国,China,甘肃省,甘肃,Gansu,4,91,0,85,2,,1583161502252
白银,0,4,0,4,0,620400,Baiyin,620000,亚洲,Asia,中国,China,甘肃省,甘肃,Gansu,4,91,0,85,2,,1583161502252
陇南,0,4,0,4,0,621200,Longnan,620000,亚洲,Asia,中国,China,甘肃省,甘肃,Gansu,4,91,0,85,2,,1583161502252
临夏,0,3,0,3,0,622900,Linxia,620000,亚洲,Asia,中国,China,甘肃省,甘肃,Gansu,4,91,0,85,2,,1583161502252
张掖,0,2,0,2,0,620700,Zhangye,620000,亚洲,Asia,中国,China,甘肃省,甘肃,Gansu,4,91,0,85,2,,1583161502252
金昌,0,1,0,1,0,620300,Jinchang,620000,亚洲,Asia,中国,China,甘肃省,甘肃,Gansu,4,91,0,85,2,,1583161502252
莆田,17,56,0,39,0,350300,Putian,350000,亚洲,Asia,中国,China,福建省,福建,Fujian,40,296,0,255,1,,1583153203366
泉州,7,47,0,40,0,350500,Quanzhou,350000,亚洲,Asia,中国,China,福建省,福建,Fujian,40,296,0,255,1,,1583153203366
南平,5,20,0,15,0,350700,Nanping,350000,亚洲,Asia,中国,China,福建省,福建,Fujian,40,296,0,255,1,,1583153203366
漳州,4,20,0,16,0,350600,Zhangzhou,350000,亚洲,Asia,中国,China,福建省,福建,Fujian,40,296,0,255,1,,1583153203366
宁德,3,26,0,23,0,350900,Ningde,350000,亚洲,Asia,中国,China,福建省,福建,Fujian,40,296,0,255,1,,1583153203366
三明,2,14,0,12,0,350400,Sanming,350000,亚洲,Asia,中国,China,福建省,福建,Fujian,40,296,0,255,1,,1583153203366
福州,1,72,0,70,1,350100,Fuzhou,350000,亚洲,Asia,中国,China,福建省,福建,Fujian,40,296,0,255,1,,1583153203366
厦门,1,35,0,34,0,350200,Xiamen,350000,亚洲,Asia,中国,China,福建省,福建,Fujian,40,296,0,255,1,,1583153203366
龙岩,0,6,0,6,0,350800,Longyan,350000,亚洲,Asia,中国,China,福建省,福建,Fujian,40,296,0,255,1,,1583153203366
西安,15,120,0,104,1,610100,Xi'an,610000,亚洲,Asia,中国,China,陕西省,陕西,Shaanxi,28,245,0,216,1,部分治愈或死亡病例省级卫健委未明确其市区归属，归入待明确地区。,1583141133308
渭南,5,15,0,10,0,610500,Weinan,610000,亚洲,Asia,中国,China,陕西省,陕西,Shaanxi,28,245,0,216,1,部分治愈或死亡病例省级卫健委未明确其市区归属，归入待明确地区。,1583141133308
汉中,4,26,0,22,0,610700,Hanzhong,610000,亚洲,Asia,中国,China,陕西省,陕西,Shaanxi,28,245,0,216,1,部分治愈或死亡病例省级卫健委未明确其市区归属，归入待明确地区。,1583141133308
安康,1,26,0,25,0,610900,Ankang,610000,亚洲,Asia,中国,China,陕西省,陕西,Shaanxi,28,245,0,216,1,部分治愈或死亡病例省级卫健委未明确其市区归属，归入待明确地区。,1583141133308
咸阳,1,17,0,16,0,610400,Xianyang,610000,亚洲,Asia,中国,China,陕西省,陕西,Shaanxi,28,245,0,216,1,部分治愈或死亡病例省级卫健委未明确其市区归属，归入待明确地区。,1583141133308
宝鸡,1,13,0,12,0,610300,Baoji,610000,亚洲,Asia,中国,China,陕西省,陕西,Shaanxi,28,245,0,216,1,部分治愈或死亡病例省级卫健委未明确其市区归属，归入待明确地区。,1583141133308
铜川,1,8,0,7,0,610200,Tongchuan,610000,亚洲,Asia,中国,China,陕西省,陕西,Shaanxi,28,245,0,216,1,部分治愈或死亡病例省级卫健委未明确其市区归属，归入待明确地区。,1583141133308
商洛,1,7,0,6,0,611000,Shangluo,610000,亚洲,Asia,中国,China,陕西省,陕西,Shaanxi,28,245,0,216,1,部分治愈或死亡病例省级卫健委未明确其市区归属，归入待明确地区。,1583141133308
延安,0,8,0,8,0,610600,Yan'an,610000,亚洲,Asia,中国,China,陕西省,陕西,Shaanxi,28,245,0,216,1,部分治愈或死亡病例省级卫健委未明确其市区归属，归入待明确地区。,1583141133308
榆林,0,3,0,3,0,610800,Yulin,610000,亚洲,Asia,中国,China,陕西省,陕西,Shaanxi,28,245,0,216,1,部分治愈或死亡病例省级卫健委未明确其市区归属，归入待明确地区。,1583141133308
韩城,0,1,0,1,0,610581,Hancheng,610000,亚洲,Asia,中国,China,陕西省,陕西,Shaanxi,28,245,0,216,1,部分治愈或死亡病例省级卫健委未明确其市区归属，归入待明确地区。,1583141133308
杨凌,0,1,0,1,0,0,Yangling District in Xianyang,610000,亚洲,Asia,中国,China,陕西省,陕西,Shaanxi,28,245,0,216,1,部分治愈或死亡病例省级卫健委未明确其市区归属，归入待明确地区。,1583141133308
待明确地区,-1,0,0,1,0,0,Area not defined,610000,亚洲,Asia,中国,China,陕西省,陕西,Shaanxi,28,245,0,216,1,部分治愈或死亡病例省级卫健委未明确其市区归属，归入待明确地区。,1583141133308
银川,3,35,0,32,0,640100,Yinchuan,640000,亚洲,Asia,中国,China,宁夏回族自治区,宁夏,Ningxia,5,74,0,69,0,,1583112661667
吴忠,1,28,0,27,0,640300,Wuzhong,640000,亚洲,Asia,中国,China,宁夏回族自治区,宁夏,Ningxia,5,74,0,69,0,,1583112661667
中卫,1,4,0,3,0,640500,Zhongwei,640000,亚洲,Asia,中国,China,宁夏回族自治区,宁夏,Ningxia,5,74,0,69,0,,1583112661667
固原,0,5,0,5,0,640400,Guyuan,640000,亚洲,Asia,中国,China,宁夏回族自治区,宁夏,Ningxia,5,74,0,69,0,,1583112661667
宁东,0,1,0,1,0,0,Ningdong County,640000,亚洲,Asia,中国,China,宁夏回族自治区,宁夏,Ningxia,5,74,0,69,0,,1583112661667
石嘴山,0,1,0,1,0,640200,Shizuishan,640000,亚洲,Asia,中国,China,宁夏回族自治区,宁夏,Ningxia,5,74,0,69,0,,1583112661667
遵义,13,32,0,19,0,520300,Zunyi,520000,亚洲,Asia,中国,China,贵州省,贵州,Guizhou,30,146,0,114,2,,1583111284800
贵阳,7,36,0,28,1,520100,Guiyang,520000,亚洲,Asia,中国,China,贵州省,贵州,Guizhou,30,146,0,114,2,,1583111284800
毕节,7,23,0,16,0,520500,Bijie,520000,亚洲,Asia,中国,China,贵州省,贵州,Guizhou,30,146,0,114,2,,1583111284800
黔南州,2,17,0,15,0,522700,Qiannan,520000,亚洲,Asia,中国,China,贵州省,贵州,Guizhou,30,146,0,114,2,,1583111284800
六盘水,1,10,0,8,1,520200,Liupanshui,520000,亚洲,Asia,中国,China,贵州省,贵州,Guizhou,30,146,0,114,2,,1583111284800
铜仁,0,10,0,10,0,520600,Tongren,520000,亚洲,Asia,中国,China,贵州省,贵州,Guizhou,30,146,0,114,2,,1583111284800
黔东南州,0,10,0,10,0,522600,Qiandongnan,520000,亚洲,Asia,中国,China,贵州省,贵州,Guizhou,30,146,0,114,2,,1583111284800
安顺,0,4,0,4,0,520400,Anshun,520000,亚洲,Asia,中国,China,贵州省,贵州,Guizhou,30,146,0,114,2,,1583111284800
黔西南州,0,4,0,4,0,522300,Qianxinan,520000,亚洲,Asia,中国,China,贵州省,贵州,Guizhou,30,146,0,114,2,,1583111284800
海口,6,39,0,33,0,460100,Haikou,460000,亚洲,Asia,中国,China,海南省,海南,Hainan,14,168,0,149,5,,1583057641693
三亚,3,54,0,50,1,460200,Sanya,460000,亚洲,Asia,中国,China,海南省,海南,Hainan,14,168,0,149,5,,1583057641693
儋州,2,15,0,12,1,460400,Danzhou,460000,亚洲,Asia,中国,China,海南省,海南,Hainan,14,168,0,149,5,,1583057641693
万宁,1,13,0,12,0,469006,Wanning,460000,亚洲,Asia,中国,China,海南省,海南,Hainan,14,168,0,149,5,,1583057641693
澄迈,1,9,0,7,1,469023,Chengmai County,460000,亚洲,Asia,中国,China,海南省,海南,Hainan,14,168,0,149,5,,1583057641693
东方,1,3,0,2,0,469007,Dongfang,460000,亚洲,Asia,中国,China,海南省,海南,Hainan,14,168,0,149,5,,1583057641693
昌江,0,7,0,7,0,469026,Changjiang Li Autonomous County,460000,亚洲,Asia,中国,China,海南省,海南,Hainan,14,168,0,149,5,,1583057641693
琼海,0,6,0,5,1,469002,Qionghai,460000,亚洲,Asia,中国,China,海南省,海南,Hainan,14,168,0,149,5,,1583057641693
临高,0,6,0,6,0,469024,Lingao County,460000,亚洲,Asia,中国,China,海南省,海南,Hainan,14,168,0,149,5,,1583057641693
陵水,0,4,0,4,0,469028,Lingshui Li Autonomous County,460000,亚洲,Asia,中国,China,海南省,海南,Hainan,14,168,0,149,5,,1583057641693
定安,0,3,0,2,1,469021,Ding'an County,460000,亚洲,Asia,中国,China,海南省,海南,Hainan,14,168,0,149,5,,1583057641693
文昌,0,3,0,3,0,469005,Wenchang,460000,亚洲,Asia,中国,China,海南省,海南,Hainan,14,168,0,149,5,,1583057641693
保亭,0,3,0,3,0,469029,Baoting Li and Miao Autonomous County,460000,亚洲,Asia,中国,China,海南省,海南,Hainan,14,168,0,149,5,,1583057641693
乐东,0,2,0,2,0,469027,Ledong Li Autonomous County,460000,亚洲,Asia,中国,China,海南省,海南,Hainan,14,168,0,149,5,,1583057641693
琼中,0,1,0,1,0,469030,Qiongzhong Li and Miao Autonomous County,460000,亚洲,Asia,中国,China,海南省,海南,Hainan,14,168,0,149,5,,1583057641693
西宁,0,15,0,15,0,630100,Xining,630000,亚洲,Asia,中国,China,青海省,青海,Qinghai,0,18,0,18,0,,1582456742938
海北州,0,3,0,3,0,632200,Haibei,630000,亚洲,Asia,中国,China,青海省,青海,Qinghai,0,18,0,18,0,,1582456742938
拉萨,0,1,0,1,0,540100,Lhasa,540000,亚洲,Asia,中国,China,西藏自治区,西藏,Xizang,0,1,0,1,0,,1582456742938
